GEOID,NAME,year,total_units,owner_occupied,renter_occupied,owner_occupancy_rate,renter_occupancy_rate,rent_burdened,total_renters,percent_rent_burdened
18097330105,"Census Tract 3301.05, Marion County, Indiana",2015,2479,814,1665,32.83582089552239,67.16417910447761,586,1665,35.1951951951952
18097340108,"Census Tract 3401.08, Marion County, Indiana",2015,848,167,681,19.693396226415093,80.30660377358491,469,681,68.86930983847283
18097350400,"Census Tract 3504, Marion County, Indiana",2015,1035,494,541,47.729468599033815,52.270531400966185,377,541,69.68576709796673
18097350700,"Census Tract 3507, Marion County, Indiana",2015,599,375,224,62.60434056761269,37.39565943238731,155,224,69.19642857142857
18097350900,"Census Tract 3509, Marion County, Indiana",2015,521,231,290,44.33781190019194,55.66218809980806,142,290,48.96551724137931
18097351700,"Census Tract 3517, Marion County, Indiana",2015,1008,483,525,47.916666666666664,52.083333333333336,334,525,63.61904761904762
18097361100,"Census Tract 3611, Marion County, Indiana",2015,1421,771,650,54.25756509500352,45.74243490499648,311,650,47.84615384615385
18097370201,"Census Tract 3702.01, Marion County, Indiana",2015,1502,638,864,42.47669773635153,57.52330226364847,343,864,39.699074074074076
18097381002,"Census Tract 3810.02, Marion County, Indiana",2015,1169,1021,148,87.33960650128314,12.660393498716852,62,148,41.891891891891895
18097390200,"Census Tract 3902, Marion County, Indiana",2015,1200,1005,195,83.75,16.25,113,195,57.94871794871795
18097390403,"Census Tract 3904.03, Marion County, Indiana",2015,3333,3173,160,95.1995199519952,4.8004800480048,38,160,23.75
18097310103,"Census Tract 3101.03, Marion County, Indiana",2015,2434,2131,303,87.55135579293345,12.448644207066557,96,303,31.683168316831683
18097310105,"Census Tract 3101.05, Marion County, Indiana",2015,1608,919,689,57.15174129353234,42.84825870646766,243,689,35.268505079825836
18097310108,"Census Tract 3101.08, Marion County, Indiana",2015,1461,1200,261,82.13552361396304,17.864476386036962,75,261,28.735632183908045
18097320203,"Census Tract 3202.03, Marion County, Indiana",2015,1751,328,1423,18.732153055396918,81.26784694460308,643,1423,45.18622628250176
18097320500,"Census Tract 3205, Marion County, Indiana",2015,1407,713,694,50.675195451314856,49.324804548685144,292,694,42.07492795389049
18097320901,"Census Tract 3209.01, Marion County, Indiana",2015,2586,1796,790,69.4508894044857,30.549110595514307,404,790,51.139240506329116
18097360301,"Census Tract 3603.01, Marion County, Indiana",2015,1248,597,651,47.83653846153846,52.16346153846154,264,651,40.55299539170507
18097360401,"Census Tract 3604.01, Marion County, Indiana",2015,2149,553,1596,25.732899022801302,74.2671009771987,813,1596,50.93984962406015
18097380501,"Census Tract 3805.01, Marion County, Indiana",2015,1003,670,333,66.79960119641076,33.20039880358923,179,333,53.753753753753756
18097390402,"Census Tract 3904.02, Marion County, Indiana",2015,4319,3518,801,81.4540402871035,18.545959712896504,273,801,34.08239700374532
18097321300,"Census Tract 3213, Marion County, Indiana",2015,1160,665,495,57.327586206896555,42.672413793103445,173,495,34.94949494949495
18097330103,"Census Tract 3301.03, Marion County, Indiana",2015,2636,1622,1014,61.53262518968133,38.46737481031867,335,1014,33.03747534516765
18097330600,"Census Tract 3306, Marion County, Indiana",2015,1942,977,965,50.30895983522142,49.69104016477858,497,965,51.50259067357513
18097322600,"Census Tract 3226, Marion County, Indiana",2015,1874,365,1509,19.477054429028815,80.52294557097119,900,1509,59.642147117296226
18097321100,"Census Tract 3211, Marion County, Indiana",2015,1552,1093,459,70.42525773195877,29.574742268041238,158,459,34.42265795206972
18097320400,"Census Tract 3204, Marion County, Indiana",2015,1398,649,749,46.42346208869814,53.57653791130186,359,749,47.930574098798395
18097321002,"Census Tract 3210.02, Marion County, Indiana",2015,1829,1258,571,68.78075451066157,31.219245489338437,264,571,46.234676007005255
18097380600,"Census Tract 3806, Marion County, Indiana",2015,2199,962,1237,43.747157798999545,56.252842201000455,783,1237,63.29830234438157
18097321800,"Census Tract 3218, Marion County, Indiana",2015,1585,1085,500,68.45425867507886,31.545741324921135,112,500,22.4
18097322200,"Census Tract 3222, Marion County, Indiana",2015,745,500,245,67.11409395973155,32.88590604026846,118,245,48.16326530612245
18097330203,"Census Tract 3302.03, Marion County, Indiana",2015,2078,1964,114,94.51395572666026,5.48604427333975,19,114,16.666666666666668
18097341902,"Census Tract 3419.02, Marion County, Indiana",2015,1460,1240,220,84.93150684931507,15.068493150684931,95,220,43.18181818181818
18097330204,"Census Tract 3302.04, Marion County, Indiana",2015,2084,1639,445,78.6468330134357,21.3531669865643,81,445,18.202247191011235
18097330500,"Census Tract 3305, Marion County, Indiana",2015,2444,1437,1007,58.797054009819966,41.202945990180034,629,1007,62.46276067527309
18097352300,"Census Tract 3523, Marion County, Indiana",2015,540,249,291,46.111111111111114,53.888888888888886,164,291,56.3573883161512
18097355100,"Census Tract 3551, Marion County, Indiana",2015,733,257,476,35.06139154160982,64.93860845839018,293,476,61.554621848739494
18097355300,"Census Tract 3553, Marion County, Indiana",2015,1024,486,538,47.4609375,52.5390625,321,538,59.66542750929368
18097360602,"Census Tract 3606.02, Marion County, Indiana",2015,2540,1303,1237,51.2992125984252,48.7007874015748,737,1237,59.57962813257882
18097340800,"Census Tract 3408, Marion County, Indiana",2015,755,515,240,68.21192052980132,31.788079470198674,107,240,44.583333333333336
18097351500,"Census Tract 3515, Marion County, Indiana",2015,809,206,603,25.46353522867738,74.53646477132263,309,603,51.243781094527364
18097320903,"Census Tract 3209.03, Marion County, Indiana",2015,1719,503,1216,29.261198371146016,70.73880162885399,629,1216,51.72697368421053
18097360601,"Census Tract 3606.01, Marion County, Indiana",2015,1905,1428,477,74.96062992125984,25.03937007874016,172,477,36.058700209643604
18097320106,"Census Tract 3201.06, Marion County, Indiana",2015,1012,569,443,56.22529644268775,43.77470355731225,202,443,45.598194130925506
18097322500,"Census Tract 3225, Marion County, Indiana",2015,687,163,524,23.726346433770015,76.27365356622998,266,524,50.76335877862596
18097342200,"Census Tract 3422, Marion County, Indiana",2015,1984,962,1022,48.48790322580645,51.51209677419355,439,1022,42.95499021526419
18097355600,"Census Tract 3556, Marion County, Indiana",2015,676,379,297,56.06508875739645,43.93491124260355,221,297,74.41077441077441
18097310305,"Census Tract 3103.05, Marion County, Indiana",2015,2421,956,1465,39.487814952498965,60.512185047501035,721,1465,49.215017064846414
18097322100,"Census Tract 3221, Marion County, Indiana",2015,1083,660,423,60.94182825484764,39.05817174515236,214,423,50.59101654846336
18097342300,"Census Tract 3423, Marion County, Indiana",2015,2530,1255,1275,49.60474308300395,50.39525691699605,738,1275,57.88235294117647
18097353300,"Census Tract 3533, Marion County, Indiana",2015,1682,177,1505,10.523186682520809,89.4768133174792,613,1505,40.730897009966775
18097357100,"Census Tract 3571, Marion County, Indiana",2015,920,310,610,33.69565217391305,66.30434782608695,428,610,70.1639344262295
18097352600,"Census Tract 3526, Marion County, Indiana",2015,1217,550,667,45.19309778142974,54.80690221857026,370,667,55.472263868065966
18097353500,"Census Tract 3535, Marion County, Indiana",2015,1067,167,900,15.651358950328023,84.34864104967198,420,900,46.666666666666664
18097354800,"Census Tract 3548, Marion County, Indiana",2015,622,176,446,28.29581993569132,71.70418006430869,278,446,62.33183856502242
18097355000,"Census Tract 3550, Marion County, Indiana",2015,739,261,478,35.317997293640055,64.68200270635995,277,478,57.94979079497908
18097357500,"Census Tract 3575, Marion County, Indiana",2015,1579,1143,436,72.38758708043065,27.612412919569348,219,436,50.22935779816514
18097357600,"Census Tract 3576, Marion County, Indiana",2015,2568,1304,1264,50.77881619937695,49.22118380062305,907,1264,71.75632911392405
18097360202,"Census Tract 3602.02, Marion County, Indiana",2015,1082,805,277,74.39926062846581,25.600739371534196,191,277,68.95306859205776
18097310306,"Census Tract 3103.06, Marion County, Indiana",2015,2167,565,1602,26.07291185971389,73.92708814028612,866,1602,54.05742821473159
18097320304,"Census Tract 3203.04, Marion County, Indiana",2015,2784,1793,991,64.40373563218391,35.59626436781609,416,991,41.97780020181635
18097321001,"Census Tract 3210.01, Marion County, Indiana",2015,1020,803,217,78.72549019607843,21.274509803921568,71,217,32.71889400921659
18097356400,"Census Tract 3564, Marion County, Indiana",2015,1491,649,842,43.52783366867874,56.47216633132126,444,842,52.73159144893112
18097354400,"Census Tract 3544, Marion County, Indiana",2015,686,343,343,50,50,179,343,52.1865889212828
18097331000,"Census Tract 3310, Marion County, Indiana",2015,1652,1026,626,62.106537530266344,37.893462469733656,360,626,57.50798722044728
18097340500,"Census Tract 3405, Marion County, Indiana",2015,1706,485,1221,28.429073856975382,71.57092614302462,640,1221,52.416052416052416
18097340700,"Census Tract 3407, Marion County, Indiana",2015,1324,637,687,48.11178247734139,51.88821752265861,347,687,50.509461426491995
18097341700,"Census Tract 3417, Marion County, Indiana",2015,1720,958,762,55.69767441860465,44.30232558139535,567,762,74.40944881889764
18097350300,"Census Tract 3503, Marion County, Indiana",2015,1269,162,1107,12.76595744680851,87.23404255319149,681,1107,61.517615176151764
18097351900,"Census Tract 3519, Marion County, Indiana",2015,1044,552,492,52.87356321839081,47.12643678160919,286,492,58.13008130081301
18097355400,"Census Tract 3554, Marion County, Indiana",2015,1349,381,968,28.243143068939954,71.75685693106004,577,968,59.607438016528924
18097355500,"Census Tract 3555, Marion County, Indiana",2015,1392,799,593,57.39942528735632,42.60057471264368,269,593,45.36256323777403
18097356900,"Census Tract 3569, Marion County, Indiana",2015,1024,449,575,43.84765625,56.15234375,296,575,51.47826086956522
18097357200,"Census Tract 3572, Marion County, Indiana",2015,910,426,484,46.81318681318681,53.18681318681319,378,484,78.09917355371901
18097358000,"Census Tract 3580, Marion County, Indiana",2015,490,287,203,58.57142857142857,41.42857142857143,72,203,35.467980295566505
18097370202,"Census Tract 3702.02, Marion County, Indiana",2015,2453,1255,1198,51.16184264166327,48.83815735833673,809,1198,67.52921535893155
18097360302,"Census Tract 3603.02, Marion County, Indiana",2015,831,253,578,30.445246690734056,69.55475330926595,339,578,58.65051903114187
18097361200,"Census Tract 3612, Marion County, Indiana",2015,1351,728,623,53.8860103626943,46.1139896373057,360,623,57.78491171749599
18097361300,"Census Tract 3613, Marion County, Indiana",2015,937,746,191,79.61579509071505,20.384204909284954,79,191,41.361256544502616
18097380402,"Census Tract 3804.02, Marion County, Indiana",2015,1746,429,1317,24.57044673539519,75.4295532646048,649,1317,49.278663629460894
18097360201,"Census Tract 3602.01, Marion County, Indiana",2015,1574,626,948,39.7712833545108,60.2287166454892,436,948,45.9915611814346
18097322400,"Census Tract 3224, Marion County, Indiana",2015,1353,617,736,45.602365114560236,54.397634885439764,249,736,33.83152173913044
18097330106,"Census Tract 3301.06, Marion County, Indiana",2015,2482,472,2010,19.016921837228043,80.98307816277196,971,2010,48.308457711442784
18097330107,"Census Tract 3301.07, Marion County, Indiana",2015,2479,2356,123,95.03832190399355,4.961678096006454,61,123,49.59349593495935
18097320105,"Census Tract 3201.05, Marion County, Indiana",2015,1877,1034,843,55.08790623335109,44.91209376664891,353,843,41.87425860023725
18097320204,"Census Tract 3202.04, Marion County, Indiana",2015,2566,453,2113,17.653936087295403,82.3460639127046,1076,2113,50.92285849503076
18097320600,"Census Tract 3206, Marion County, Indiana",2015,1132,814,318,71.90812720848056,28.091872791519435,184,318,57.861635220125784
18097321700,"Census Tract 3217, Marion County, Indiana",2015,2025,1288,737,63.60493827160494,36.39506172839506,232,737,31.478968792401627
18097330202,"Census Tract 3302.02, Marion County, Indiana",2015,3759,2247,1512,59.77653631284916,40.22346368715084,940,1512,62.16931216931217
18097340111,"Census Tract 3401.11, Marion County, Indiana",2015,1043,815,228,78.13998082454458,21.860019175455417,55,228,24.12280701754386
18097340112,"Census Tract 3401.12, Marion County, Indiana",2015,2450,1016,1434,41.46938775510204,58.53061224489796,684,1434,47.69874476987448
18097340113,"Census Tract 3401.13, Marion County, Indiana",2015,1532,1086,446,70.88772845953002,29.112271540469973,372,446,83.40807174887892
18097340114,"Census Tract 3401.14, Marion County, Indiana",2015,1537,1325,212,86.20689655172414,13.793103448275861,73,212,34.43396226415094
18097340201,"Census Tract 3402.01, Marion County, Indiana",2015,1128,729,399,64.62765957446808,35.37234042553192,161,399,40.35087719298246
18097340202,"Census Tract 3402.02, Marion County, Indiana",2015,1849,598,1251,32.341806381828015,67.65819361817198,703,1251,56.19504396482814
18097340902,"Census Tract 3409.02, Marion County, Indiana",2015,3019,582,2437,19.277906591586618,80.72209340841339,1270,2437,52.11325400082068
18097341904,"Census Tract 3419.04, Marion County, Indiana",2015,916,255,661,27.83842794759825,72.16157205240175,341,661,51.58850226928896
18097370301,"Census Tract 3703.01, Marion County, Indiana",2015,2976,2555,421,85.85349462365592,14.146505376344086,183,421,43.46793349168646
18097340901,"Census Tract 3409.01, Marion County, Indiana",2015,1440,1291,149,89.65277777777777,10.347222222222221,26,149,17.449664429530202
18097341903,"Census Tract 3419.03, Marion County, Indiana",2015,2288,363,1925,15.865384615384615,84.13461538461539,1079,1925,56.05194805194805
18097370302,"Census Tract 3703.02, Marion County, Indiana",2015,2990,2456,534,82.14046822742475,17.859531772575252,252,534,47.19101123595506
18097380403,"Census Tract 3804.03, Marion County, Indiana",2015,1437,874,563,60.82115518441197,39.17884481558803,246,563,43.69449378330373
18097360501,"Census Tract 3605.01, Marion County, Indiana",2015,2327,1412,915,60.678985818650624,39.321014181349376,445,915,48.63387978142077
18097320303,"Census Tract 3203.03, Marion County, Indiana",2015,1795,0,1795,0,100,524,1795,29.192200557103064
18097320902,"Census Tract 3209.02, Marion County, Indiana",2015,1656,516,1140,31.159420289855074,68.84057971014492,685,1140,60.08771929824562
18097321600,"Census Tract 3216, Marion County, Indiana",2015,2191,1035,1156,47.238703788224555,52.761296211775445,640,1156,55.36332179930796
18097380404,"Census Tract 3804.04, Marion County, Indiana",2015,1613,1097,516,68.00991940483571,31.99008059516429,276,516,53.48837209302326
18097390101,"Census Tract 3901.01, Marion County, Indiana",2015,2880,2456,424,85.27777777777777,14.722222222222221,200,424,47.16981132075472
18097390102,"Census Tract 3901.02, Marion County, Indiana",2015,1998,823,1175,41.191191191191194,58.808808808808806,580,1175,49.361702127659576
18097390404,"Census Tract 3904.04, Marion County, Indiana",2015,2054,1518,536,73.904576436222,26.095423563777995,196,536,36.56716417910448
18097390405,"Census Tract 3904.05, Marion County, Indiana",2015,1786,536,1250,30.011198208286675,69.98880179171333,356,1250,28.48
18097390500,"Census Tract 3905, Marion County, Indiana",2015,932,465,467,49.892703862660944,50.107296137339056,248,467,53.104925053533194
18097390600,"Census Tract 3906, Marion County, Indiana",2015,2395,472,1923,19.707724425887264,80.29227557411274,894,1923,46.48985959438377
18097390700,"Census Tract 3907, Marion County, Indiana",2015,972,413,559,42.489711934156375,57.510288065843625,385,559,68.87298747763865
18097390800,"Census Tract 3908, Marion County, Indiana",2015,1301,817,484,62.7978478093774,37.2021521906226,158,484,32.64462809917355
18097390900,"Census Tract 3909, Marion County, Indiana",2015,1215,399,816,32.839506172839506,67.1604938271605,323,816,39.583333333333336
18097391000,"Census Tract 3910, Marion County, Indiana",2015,2625,323,2302,12.304761904761905,87.6952380952381,1037,2302,45.04778453518679
18097321900,"Census Tract 3219, Marion County, Indiana",2015,1215,895,320,73.66255144032922,26.337448559670783,130,320,40.625
18097322000,"Census Tract 3220, Marion County, Indiana",2015,1590,722,868,45.40880503144654,54.59119496855346,360,868,41.474654377880185
18097322700,"Census Tract 3227, Marion County, Indiana",2015,924,601,323,65.04329004329004,34.95670995670996,209,323,64.70588235294117
18097340102,"Census Tract 3401.02, Marion County, Indiana",2015,1661,283,1378,17.03792895845876,82.96207104154124,879,1378,63.78809869375907
18097341000,"Census Tract 3410, Marion County, Indiana",2015,817,660,157,80.78335373317013,19.216646266829866,34,157,21.656050955414013
18097351000,"Census Tract 3510, Marion County, Indiana",2015,1075,309,766,28.74418604651163,71.25581395348837,461,766,60.18276762402089
18097340300,"Census Tract 3403, Marion County, Indiana",2015,2510,924,1586,36.81274900398407,63.18725099601593,939,1586,59.20554854981084
18097341200,"Census Tract 3412, Marion County, Indiana",2015,774,359,415,46.382428940568474,53.617571059431526,223,415,53.734939759036145
18097341600,"Census Tract 3416, Marion County, Indiana",2015,768,286,482,37.239583333333336,62.760416666666664,217,482,45.02074688796681
18097342101,"Census Tract 3421.01, Marion County, Indiana",2015,1822,1391,431,76.34467618002195,23.655323819978047,207,431,48.02784222737819
18097310110,"Census Tract 3101.10, Marion County, Indiana",2015,1348,675,673,50.074183976261125,49.925816023738875,257,673,38.187221396731054
18097310111,"Census Tract 3101.11, Marion County, Indiana",2015,1587,641,946,40.39067422810334,59.60932577189666,402,946,42.494714587737846
18097310204,"Census Tract 3102.04, Marion County, Indiana",2015,1853,1109,744,59.84889368591473,40.15110631408527,444,744,59.67741935483871
18097310310,"Census Tract 3103.10, Marion County, Indiana",2015,1616,1197,419,74.07178217821782,25.928217821782177,181,419,43.198090692124104
18097310203,"Census Tract 3102.03, Marion County, Indiana",2015,2355,1255,1100,53.29087048832272,46.70912951167728,603,1100,54.81818181818182
18097310309,"Census Tract 3103.09, Marion County, Indiana",2015,1559,302,1257,19.371391917896087,80.62860808210391,597,1257,47.49403341288783
18097310311,"Census Tract 3103.11, Marion County, Indiana",2015,1763,1668,95,94.6114577424844,5.388542257515598,52,95,54.73684210526316
18097310312,"Census Tract 3103.12, Marion County, Indiana",2015,2424,849,1575,35.024752475247524,64.97524752475248,848,1575,53.84126984126984
18097330108,"Census Tract 3301.08, Marion County, Indiana",2015,1439,1420,19,98.67963863794301,1.320361362056984,0,19,0
18097330109,"Census Tract 3301.09, Marion County, Indiana",2015,2140,2007,133,93.78504672897196,6.214953271028038,14,133,10.526315789473685
18097330206,"Census Tract 3302.06, Marion County, Indiana",2015,1697,1551,146,91.39658220388921,8.603417796110783,0,146,0
18097330209,"Census Tract 3302.09, Marion County, Indiana",2015,3216,2770,446,86.1318407960199,13.868159203980099,175,446,39.237668161434975
18097330208,"Census Tract 3302.08, Marion County, Indiana",2015,1196,956,240,79.93311036789298,20.066889632107024,135,240,56.25
18097330803,"Census Tract 3308.03, Marion County, Indiana",2015,1394,331,1063,23.74461979913917,76.25538020086083,676,1063,63.59360301034807
18097330804,"Census Tract 3308.04, Marion County, Indiana",2015,1160,198,962,17.06896551724138,82.93103448275862,475,962,49.37629937629938
18097354700,"Census Tract 3547, Marion County, Indiana",2015,492,183,309,37.19512195121951,62.80487804878049,190,309,61.48867313915858
18097355700,"Census Tract 3557, Marion County, Indiana",2015,850,404,446,47.529411764705884,52.470588235294116,255,446,57.17488789237668
18097357400,"Census Tract 3574, Marion County, Indiana",2015,1526,713,813,46.72346002621232,53.27653997378768,415,813,51.04551045510455
18097357800,"Census Tract 3578, Marion County, Indiana",2015,706,342,364,48.44192634560906,51.55807365439094,228,364,62.637362637362635
18097358100,"Census Tract 3581, Marion County, Indiana",2015,957,389,568,40.6478578892372,59.3521421107628,425,568,74.82394366197182
18097360404,"Census Tract 3604.04, Marion County, Indiana",2015,2890,1176,1714,40.69204152249135,59.30795847750865,967,1714,56.417736289381565
18097380502,"Census Tract 3805.02, Marion County, Indiana",2015,1592,525,1067,32.97738693467337,67.02261306532664,512,1067,47.985004686035616
18097380800,"Census Tract 3808, Marion County, Indiana",2015,1066,879,187,82.45778611632271,17.5422138836773,94,187,50.26737967914438
18097380901,"Census Tract 3809.01, Marion County, Indiana",2015,1824,1632,192,89.47368421052632,10.526315789473685,66,192,34.375
18097381101,"Census Tract 3811.01, Marion County, Indiana",2015,2454,1437,1017,58.557457212713935,41.442542787286065,589,1017,57.91543756145526
18097381102,"Census Tract 3811.02, Marion County, Indiana",2015,2397,1626,771,67.83479349186483,32.16520650813517,476,771,61.73800259403372
18097381204,"Census Tract 3812.04, Marion County, Indiana",2015,1537,215,1322,13.98828887443071,86.01171112556929,794,1322,60.06051437216339
18097390300,"Census Tract 3903, Marion County, Indiana",2015,1850,1713,137,92.5945945945946,7.405405405405405,48,137,35.03649635036496
18097310106,"Census Tract 3101.06, Marion County, Indiana",2015,2016,248,1768,12.301587301587302,87.6984126984127,759,1768,42.92986425339367
18097320108,"Census Tract 3201.08, Marion County, Indiana",2015,2162,242,1920,11.193339500462535,88.80666049953747,1159,1920,60.364583333333336
18097320202,"Census Tract 3202.02, Marion County, Indiana",2015,1834,1364,470,74.37295528898582,25.627044711014175,169,470,35.95744680851064
18097320301,"Census Tract 3203.01, Marion County, Indiana",2015,1869,1316,553,70.4119850187266,29.588014981273407,153,553,27.66726943942134
18097320700,"Census Tract 3207, Marion County, Indiana",2015,972,505,467,51.95473251028807,48.04526748971193,157,467,33.61884368308351
18097330805,"Census Tract 3308.05, Marion County, Indiana",2015,1364,230,1134,16.86217008797654,83.13782991202346,581,1134,51.23456790123457
18097330806,"Census Tract 3308.06, Marion County, Indiana",2015,1443,548,895,37.97643797643798,62.02356202356202,594,895,66.36871508379889
18097340109,"Census Tract 3401.09, Marion County, Indiana",2015,529,364,165,68.80907372400756,31.19092627599244,68,165,41.21212121212121
18097340110,"Census Tract 3401.10, Marion County, Indiana",2015,2268,478,1790,21.075837742504408,78.9241622574956,963,1790,53.798882681564244
18097342600,"Census Tract 3426, Marion County, Indiana",2015,1156,599,557,51.81660899653979,48.18339100346021,323,557,57.98922800718133
18097354200,"Census Tract 3542, Marion County, Indiana",2015,3667,978,2689,26.67030269975457,73.32969730024543,903,2689,33.58125697285236
18097354500,"Census Tract 3545, Marion County, Indiana",2015,987,354,633,35.86626139817629,64.13373860182371,301,633,47.55134281200632
18097357300,"Census Tract 3573, Marion County, Indiana",2015,924,366,558,39.61038961038961,60.38961038961039,355,558,63.62007168458781
18097360405,"Census Tract 3604.05, Marion County, Indiana",2015,2111,1360,751,64.42444339175746,35.575556608242536,362,751,48.202396804260985
