GEOID,NAME,year,total_25plus,bachelors_plus,percent_bachelors_plus
18097310305,"Census Tract 3103.05, Marion County, Indiana",2015,3722,815,21.896829661472328
18097322100,"Census Tract 3221, Marion County, Indiana",2015,1989,749,37.657114127702364
18097342300,"Census Tract 3423, Marion County, Indiana",2015,4364,257,5.889092575618698
18097353300,"Census Tract 3533, Marion County, Indiana",2015,2032,791,38.92716535433071
18097357100,"Census Tract 3571, Marion County, Indiana",2015,1511,237,15.684976836532098
18097352600,"Census Tract 3526, Marion County, Indiana",2015,2036,133,6.532416502946955
18097353500,"Census Tract 3535, Marion County, Indiana",2015,1053,378,35.8974358974359
18097354800,"Census Tract 3548, Marion County, Indiana",2015,836,87,10.4066985645933
18097355000,"Census Tract 3550, Marion County, Indiana",2015,1203,100,8.31255195344971
18097357500,"Census Tract 3575, Marion County, Indiana",2015,2775,510,18.37837837837838
18097357600,"Census Tract 3576, Marion County, Indiana",2015,4922,335,6.806176351076798
18097360202,"Census Tract 3602.02, Marion County, Indiana",2015,1999,337,16.858429214607305
18097310306,"Census Tract 3103.06, Marion County, Indiana",2015,3582,359,10.022333891680626
18097320304,"Census Tract 3203.04, Marion County, Indiana",2015,4481,3053,68.13211336755188
18097321001,"Census Tract 3210.01, Marion County, Indiana",2015,1866,349,18.70310825294748
18097356400,"Census Tract 3564, Marion County, Indiana",2015,2469,243,9.842041312272174
18097354400,"Census Tract 3544, Marion County, Indiana",2015,985,441,44.77157360406091
18097331000,"Census Tract 3310, Marion County, Indiana",2015,3025,223,7.371900826446281
18097340500,"Census Tract 3405, Marion County, Indiana",2015,2323,365,15.712440809298322
18097340700,"Census Tract 3407, Marion County, Indiana",2015,2469,152,6.156338598622924
18097341700,"Census Tract 3417, Marion County, Indiana",2015,3054,189,6.18860510805501
18097350300,"Census Tract 3503, Marion County, Indiana",2015,1548,256,16.537467700258397
18097351900,"Census Tract 3519, Marion County, Indiana",2015,1740,122,7.011494252873563
18097355400,"Census Tract 3554, Marion County, Indiana",2015,1936,290,14.979338842975206
18097355500,"Census Tract 3555, Marion County, Indiana",2015,2412,85,3.5240464344941955
18097356900,"Census Tract 3569, Marion County, Indiana",2015,1962,92,4.689092762487258
18097357200,"Census Tract 3572, Marion County, Indiana",2015,1744,113,6.479357798165138
18097358000,"Census Tract 3580, Marion County, Indiana",2015,1009,73,7.234886025768088
18097370202,"Census Tract 3702.02, Marion County, Indiana",2015,4121,377,9.14826498422713
18097360302,"Census Tract 3603.02, Marion County, Indiana",2015,1249,53,4.243394715772618
18097361200,"Census Tract 3612, Marion County, Indiana",2015,2367,469,19.814110688635402
18097361300,"Census Tract 3613, Marion County, Indiana",2015,1750,133,7.6
18097380402,"Census Tract 3804.02, Marion County, Indiana",2015,2631,261,9.92018244013683
18097360201,"Census Tract 3602.01, Marion County, Indiana",2015,2295,219,9.542483660130719
18097322400,"Census Tract 3224, Marion County, Indiana",2015,2348,666,28.36456558773424
18097330106,"Census Tract 3301.06, Marion County, Indiana",2015,2968,1061,35.74797843665768
18097330107,"Census Tract 3301.07, Marion County, Indiana",2015,4617,2857,61.88000866363439
18097320105,"Census Tract 3201.05, Marion County, Indiana",2015,3114,1406,45.15093127809891
18097320204,"Census Tract 3202.04, Marion County, Indiana",2015,3443,1361,39.52948010455998
18097320600,"Census Tract 3206, Marion County, Indiana",2015,1784,731,40.97533632286996
18097321700,"Census Tract 3217, Marion County, Indiana",2015,3139,1813,57.75724753106085
18097330202,"Census Tract 3302.02, Marion County, Indiana",2015,5879,1192,20.275557067528492
18097340111,"Census Tract 3401.11, Marion County, Indiana",2015,2145,716,33.37995337995338
18097340112,"Census Tract 3401.12, Marion County, Indiana",2015,3342,1110,33.21364452423698
18097340113,"Census Tract 3401.13, Marion County, Indiana",2015,2738,706,25.785244704163624
18097340114,"Census Tract 3401.14, Marion County, Indiana",2015,2975,901,30.285714285714285
18097340201,"Census Tract 3402.01, Marion County, Indiana",2015,2139,252,11.781206171107995
18097340202,"Census Tract 3402.02, Marion County, Indiana",2015,2543,509,20.015729453401494
18097340902,"Census Tract 3409.02, Marion County, Indiana",2015,4123,933,22.62915352898375
18097341904,"Census Tract 3419.04, Marion County, Indiana",2015,1473,342,23.217922606924642
18097370301,"Census Tract 3703.01, Marion County, Indiana",2015,5648,962,17.032577903682718
18097340901,"Census Tract 3409.01, Marion County, Indiana",2015,2466,502,20.356853203568534
18097341903,"Census Tract 3419.03, Marion County, Indiana",2015,3013,443,14.702953866578161
18097370302,"Census Tract 3703.02, Marion County, Indiana",2015,5490,840,15.300546448087431
18097380403,"Census Tract 3804.03, Marion County, Indiana",2015,2566,311,12.120031176929073
18097360501,"Census Tract 3605.01, Marion County, Indiana",2015,4389,667,15.197083618136249
18097320303,"Census Tract 3203.03, Marion County, Indiana",2015,2132,1303,61.11632270168855
18097320902,"Census Tract 3209.02, Marion County, Indiana",2015,2502,746,29.816147082334133
18097321600,"Census Tract 3216, Marion County, Indiana",2015,3656,1697,46.41684901531729
18097380404,"Census Tract 3804.04, Marion County, Indiana",2015,2768,487,17.59393063583815
18097390101,"Census Tract 3901.01, Marion County, Indiana",2015,5404,1780,32.93856402664693
18097390102,"Census Tract 3901.02, Marion County, Indiana",2015,2998,522,17.41160773849233
18097390404,"Census Tract 3904.04, Marion County, Indiana",2015,3543,856,24.160316116285635
18097390405,"Census Tract 3904.05, Marion County, Indiana",2015,2744,1045,38.083090379008745
18097390500,"Census Tract 3905, Marion County, Indiana",2015,1554,160,10.296010296010296
18097390600,"Census Tract 3906, Marion County, Indiana",2015,3301,973,29.47591638897304
18097390700,"Census Tract 3907, Marion County, Indiana",2015,1818,156,8.58085808580858
18097390800,"Census Tract 3908, Marion County, Indiana",2015,2396,306,12.771285475792988
18097390900,"Census Tract 3909, Marion County, Indiana",2015,1847,1112,60.20573903627504
18097391000,"Census Tract 3910, Marion County, Indiana",2015,3133,2144,68.43281200127673
18097321900,"Census Tract 3219, Marion County, Indiana",2015,2195,1681,76.58314350797266
18097322000,"Census Tract 3220, Marion County, Indiana",2015,2715,926,34.10681399631676
18097322700,"Census Tract 3227, Marion County, Indiana",2015,1642,411,25.03045066991474
18097340102,"Census Tract 3401.02, Marion County, Indiana",2015,2636,404,15.326251896813353
18097341000,"Census Tract 3410, Marion County, Indiana",2015,1377,497,36.09295570079884
18097351000,"Census Tract 3510, Marion County, Indiana",2015,1651,358,21.683827983040583
18097340300,"Census Tract 3403, Marion County, Indiana",2015,4567,400,8.75848478213269
18097341200,"Census Tract 3412, Marion County, Indiana",2015,1292,55,4.256965944272446
18097341600,"Census Tract 3416, Marion County, Indiana",2015,1165,89,7.639484978540772
18097342101,"Census Tract 3421.01, Marion County, Indiana",2015,3511,461,13.130162346909712
18097310110,"Census Tract 3101.10, Marion County, Indiana",2015,1907,850,44.572627163083375
18097310111,"Census Tract 3101.11, Marion County, Indiana",2015,2456,1026,41.77524429967427
18097310204,"Census Tract 3102.04, Marion County, Indiana",2015,3695,1030,27.87550744248985
18097310310,"Census Tract 3103.10, Marion County, Indiana",2015,2994,1069,35.704742818971276
18097310203,"Census Tract 3102.03, Marion County, Indiana",2015,3548,1349,38.02142051860203
18097310309,"Census Tract 3103.09, Marion County, Indiana",2015,2352,402,17.091836734693878
18097310311,"Census Tract 3103.11, Marion County, Indiana",2015,3268,969,29.651162790697676
18097310312,"Census Tract 3103.12, Marion County, Indiana",2015,3586,830,23.145566090351366
18097330108,"Census Tract 3301.08, Marion County, Indiana",2015,2666,1754,65.7914478619655
18097330109,"Census Tract 3301.09, Marion County, Indiana",2015,3709,1968,53.060124022647614
18097330206,"Census Tract 3302.06, Marion County, Indiana",2015,3031,1389,45.82645991421973
18097330209,"Census Tract 3302.09, Marion County, Indiana",2015,6003,2761,45.99366983175079
18097330208,"Census Tract 3302.08, Marion County, Indiana",2015,1973,997,50.532184490623415
18097330803,"Census Tract 3308.03, Marion County, Indiana",2015,2029,267,13.159191720059143
18097330804,"Census Tract 3308.04, Marion County, Indiana",2015,1554,185,11.904761904761905
18097354700,"Census Tract 3547, Marion County, Indiana",2015,854,83,9.718969555035128
18097355700,"Census Tract 3557, Marion County, Indiana",2015,1629,88,5.402087170042972
18097357400,"Census Tract 3574, Marion County, Indiana",2015,2704,204,7.544378698224852
18097357800,"Census Tract 3578, Marion County, Indiana",2015,1174,204,17.37649063032368
18097358100,"Census Tract 3581, Marion County, Indiana",2015,1537,213,13.858165256994145
18097360404,"Census Tract 3604.04, Marion County, Indiana",2015,4466,568,12.718316166592029
18097380502,"Census Tract 3805.02, Marion County, Indiana",2015,2150,238,11.069767441860465
18097380800,"Census Tract 3808, Marion County, Indiana",2015,1800,257,14.277777777777779
18097380901,"Census Tract 3809.01, Marion County, Indiana",2015,3431,958,27.92188866219761
18097381101,"Census Tract 3811.01, Marion County, Indiana",2015,3878,1486,38.318720990201136
18097381102,"Census Tract 3811.02, Marion County, Indiana",2015,4036,1205,29.85629335976214
18097381204,"Census Tract 3812.04, Marion County, Indiana",2015,2267,533,23.511248345831497
18097390300,"Census Tract 3903, Marion County, Indiana",2015,3710,1031,27.78975741239892
18097310106,"Census Tract 3101.06, Marion County, Indiana",2015,2733,768,28.10098792535675
18097320108,"Census Tract 3201.08, Marion County, Indiana",2015,2972,614,20.659488559892328
18097320202,"Census Tract 3202.02, Marion County, Indiana",2015,3135,2261,72.12121212121212
18097320301,"Census Tract 3203.01, Marion County, Indiana",2015,2882,1783,61.86675919500347
18097320700,"Census Tract 3207, Marion County, Indiana",2015,1450,925,63.793103448275865
18097330805,"Census Tract 3308.05, Marion County, Indiana",2015,1850,93,5.027027027027027
18097330806,"Census Tract 3308.06, Marion County, Indiana",2015,2142,134,6.2558356676003735
18097340109,"Census Tract 3401.09, Marion County, Indiana",2015,905,200,22.099447513812155
18097340110,"Census Tract 3401.10, Marion County, Indiana",2015,3228,463,14.343246592317223
18097342600,"Census Tract 3426, Marion County, Indiana",2015,2102,71,3.3777354900095147
18097354200,"Census Tract 3542, Marion County, Indiana",2015,5104,2586,50.66614420062696
18097354500,"Census Tract 3545, Marion County, Indiana",2015,1765,503,28.4985835694051
18097357300,"Census Tract 3573, Marion County, Indiana",2015,1383,32,2.3138105567606653
18097360405,"Census Tract 3604.05, Marion County, Indiana",2015,3557,817,22.968793927466965
18097360502,"Census Tract 3605.02, Marion County, Indiana",2015,3930,430,10.94147582697201
18097360800,"Census Tract 3608, Marion County, Indiana",2015,1735,198,11.412103746397694
18097380200,"Census Tract 3802, Marion County, Indiana",2015,2235,256,11.45413870246085
18097380902,"Census Tract 3809.02, Marion County, Indiana",2015,4055,1501,37.01602959309494
18097381203,"Census Tract 3812.03, Marion County, Indiana",2015,1934,260,13.44364012409514
18097320109,"Census Tract 3201.09, Marion County, Indiana",2015,1937,1114,57.51161590087764
18097310104,"Census Tract 3101.04, Marion County, Indiana",2015,2838,1381,48.66102889358703
18097310308,"Census Tract 3103.08, Marion County, Indiana",2015,2118,783,36.96883852691218
18097320107,"Census Tract 3201.07, Marion County, Indiana",2015,1493,776,51.97588747488279
18097340300,"Census Tract 3403, Marion County, Indiana",2016,4730,379,8.012684989429175
18097341200,"Census Tract 3412, Marion County, Indiana",2016,1298,89,6.856702619414484
18097341600,"Census Tract 3416, Marion County, Indiana",2016,1248,97,7.772435897435898
18097342101,"Census Tract 3421.01, Marion County, Indiana",2016,3539,427,12.065555241593671
18097340400,"Census Tract 3404, Marion County, Indiana",2016,2141,166,7.753386268099019
18097342400,"Census Tract 3424, Marion County, Indiana",2016,1250,72,5.76
18097342500,"Census Tract 3425, Marion County, Indiana",2016,3045,199,6.535303776683087
18097350500,"Census Tract 3505, Marion County, Indiana",2016,1558,113,7.2528883183568675
18097350600,"Census Tract 3506, Marion County, Indiana",2016,2936,212,7.220708446866485
18097351600,"Census Tract 3516, Marion County, Indiana",2016,1648,807,48.96844660194175
18097354700,"Census Tract 3547, Marion County, Indiana",2016,886,114,12.866817155756207
18097355700,"Census Tract 3557, Marion County, Indiana",2016,1646,65,3.948967193195626
18097357400,"Census Tract 3574, Marion County, Indiana",2016,2582,198,7.668474051123161
18097357800,"Census Tract 3578, Marion County, Indiana",2016,1340,241,17.98507462686567
18097358100,"Census Tract 3581, Marion County, Indiana",2016,1710,154,9.005847953216374
18097360404,"Census Tract 3604.04, Marion County, Indiana",2016,4457,550,12.340139107022662
18097380502,"Census Tract 3805.02, Marion County, Indiana",2016,2085,304,14.580335731414868
18097380800,"Census Tract 3808, Marion County, Indiana",2016,1845,219,11.869918699186991
18097380901,"Census Tract 3809.01, Marion County, Indiana",2016,3489,1080,30.954428202923474
18097381101,"Census Tract 3811.01, Marion County, Indiana",2016,3872,1637,42.27789256198347
18097381102,"Census Tract 3811.02, Marion County, Indiana",2016,4352,1383,31.778492647058822
18097381204,"Census Tract 3812.04, Marion County, Indiana",2016,2370,598,25.23206751054852
18097390300,"Census Tract 3903, Marion County, Indiana",2016,3713,1019,27.44411527067062
18097310106,"Census Tract 3101.06, Marion County, Indiana",2016,2647,861,32.52738949754439
18097320108,"Census Tract 3201.08, Marion County, Indiana",2016,3031,673,22.203893104585944
18097320202,"Census Tract 3202.02, Marion County, Indiana",2016,3081,2205,71.56767283349562
18097320301,"Census Tract 3203.01, Marion County, Indiana",2016,2862,1776,62.0545073375262
18097320700,"Census Tract 3207, Marion County, Indiana",2016,1507,975,64.69807564698075
18097354200,"Census Tract 3542, Marion County, Indiana",2016,5392,2792,51.78041543026706
18097354500,"Census Tract 3545, Marion County, Indiana",2016,1753,526,30.005704506560182
18097357300,"Census Tract 3573, Marion County, Indiana",2016,1373,47,3.4231609613983975
18097360405,"Census Tract 3604.05, Marion County, Indiana",2016,3410,755,22.14076246334311
18097360502,"Census Tract 3605.02, Marion County, Indiana",2016,4139,481,11.621164532495772
18097360800,"Census Tract 3608, Marion County, Indiana",2016,1725,172,9.971014492753623
18097380200,"Census Tract 3802, Marion County, Indiana",2016,2378,258,10.849453322119428
18097380902,"Census Tract 3809.02, Marion County, Indiana",2016,4013,1566,39.02317468228258
18097381203,"Census Tract 3812.03, Marion County, Indiana",2016,1894,249,13.146779303062303
18097320109,"Census Tract 3201.09, Marion County, Indiana",2016,2074,1147,55.30376084860173
18097310104,"Census Tract 3101.04, Marion County, Indiana",2016,2816,1343,47.69176136363637
18097310308,"Census Tract 3103.08, Marion County, Indiana",2016,2212,863,39.01446654611212
18097320107,"Census Tract 3201.07, Marion County, Indiana",2016,1468,844,57.49318801089918
18097361100,"Census Tract 3611, Marion County, Indiana",2016,2271,1030,45.35446939674152
18097370201,"Census Tract 3702.01, Marion County, Indiana",2016,2693,367,13.627924248050501
18097381002,"Census Tract 3810.02, Marion County, Indiana",2016,2100,589,28.047619047619047
18097390200,"Census Tract 3902, Marion County, Indiana",2016,2141,635,29.659037832788417
18097390403,"Census Tract 3904.03, Marion County, Indiana",2016,6321,2809,44.43917101724411
18097310103,"Census Tract 3101.03, Marion County, Indiana",2016,4705,2860,60.786397449521786
18097310105,"Census Tract 3101.05, Marion County, Indiana",2016,2492,1099,44.10112359550562
18097310108,"Census Tract 3101.08, Marion County, Indiana",2016,2620,1779,67.90076335877863
18097320203,"Census Tract 3202.03, Marion County, Indiana",2016,2538,1288,50.74862096138692
18097320500,"Census Tract 3205, Marion County, Indiana",2016,2171,1318,60.70935052970981
18097320901,"Census Tract 3209.01, Marion County, Indiana",2016,4378,2232,50.98218364550023
18097320800,"Census Tract 3208, Marion County, Indiana",2016,2140,1497,69.95327102803738
18097321200,"Census Tract 3212, Marion County, Indiana",2016,3618,2743,75.81536760641238
18097330401,"Census Tract 3304.01, Marion County, Indiana",2016,3997,2138,53.49011758819114
18097330900,"Census Tract 3309, Marion County, Indiana",2016,3296,485,14.714805825242719
18097340101,"Census Tract 3401.01, Marion County, Indiana",2016,2671,785,29.3897416697866
18097340600,"Census Tract 3406, Marion County, Indiana",2016,3473,462,13.302620213072272
18097341100,"Census Tract 3411, Marion County, Indiana",2016,1329,120,9.029345372460497
18097342000,"Census Tract 3420, Marion County, Indiana",2016,4288,1149,26.79570895522388
18097350800,"Census Tract 3508, Marion County, Indiana",2016,1160,42,3.6206896551724137
18097351200,"Census Tract 3512, Marion County, Indiana",2016,1516,110,7.255936675461742
18097352100,"Census Tract 3521, Marion County, Indiana",2016,1331,111,8.339594290007513
18097356200,"Census Tract 3562, Marion County, Indiana",2016,2817,804,28.541001064962725
18097357900,"Census Tract 3579, Marion County, Indiana",2016,3029,653,21.558270056124133
18097360101,"Census Tract 3601.01, Marion County, Indiana",2016,1263,45,3.5629453681710213
18097360402,"Census Tract 3604.02, Marion County, Indiana",2016,1179,98,8.312128922815946
18097360700,"Census Tract 3607, Marion County, Indiana",2016,1390,616,44.31654676258993
18097360900,"Census Tract 3609, Marion County, Indiana",2016,3631,742,20.435141834205453
18097361000,"Census Tract 3610, Marion County, Indiana",2016,1533,804,52.44618395303327
18097310201,"Census Tract 3102.01, Marion County, Indiana",2016,2276,1060,46.57293497363796
18097352500,"Census Tract 3525, Marion County, Indiana",2016,2123,620,29.203956665096563
18097352800,"Census Tract 3528, Marion County, Indiana",2016,682,109,15.982404692082111
18097353600,"Census Tract 3536, Marion County, Indiana",2016,1349,126,9.340252038547073
18097354900,"Census Tract 3549, Marion County, Indiana",2016,1799,110,6.1145080600333515
18097355900,"Census Tract 3559, Marion County, Indiana",2016,1496,446,29.81283422459893
18097357000,"Census Tract 3570, Marion County, Indiana",2016,1687,155,9.18790752815649
18097360102,"Census Tract 3601.02, Marion County, Indiana",2016,1372,142,10.349854227405247
18097380700,"Census Tract 3807, Marion County, Indiana",2016,3696,498,13.474025974025974
18097361400,"Census Tract 3614, Marion County, Indiana",2016,7157,1329,18.569232918820735
18097361600,"Census Tract 3616, Marion County, Indiana",2016,5448,1788,32.819383259911895
18097310110,"Census Tract 3101.10, Marion County, Indiana",2016,1866,908,48.660235798499464
18097310111,"Census Tract 3101.11, Marion County, Indiana",2016,2562,1055,41.178766588602656
18097310204,"Census Tract 3102.04, Marion County, Indiana",2016,3465,902,26.03174603174603
18097310310,"Census Tract 3103.10, Marion County, Indiana",2016,2899,973,33.56329768885823
18097310203,"Census Tract 3102.03, Marion County, Indiana",2016,3553,1513,42.58373205741627
18097310309,"Census Tract 3103.09, Marion County, Indiana",2016,2325,453,19.483870967741936
18097310311,"Census Tract 3103.11, Marion County, Indiana",2016,3423,1114,32.54455156295647
18097310312,"Census Tract 3103.12, Marion County, Indiana",2016,3638,870,23.914238592633314
18097330108,"Census Tract 3301.08, Marion County, Indiana",2016,2759,1791,64.91482421167089
18097330109,"Census Tract 3301.09, Marion County, Indiana",2016,3652,2013,55.12048192771084
18097330206,"Census Tract 3302.06, Marion County, Indiana",2016,3226,1514,46.93118412895226
18097330209,"Census Tract 3302.09, Marion County, Indiana",2016,5827,2272,38.99090441050283
18097330208,"Census Tract 3302.08, Marion County, Indiana",2016,2044,1029,50.342465753424655
18097330803,"Census Tract 3308.03, Marion County, Indiana",2016,1929,252,13.063763608087092
18097330804,"Census Tract 3308.04, Marion County, Indiana",2016,1602,185,11.548064918851436
18097330805,"Census Tract 3308.05, Marion County, Indiana",2016,1630,81,4.969325153374233
18097330806,"Census Tract 3308.06, Marion County, Indiana",2016,2348,177,7.538330494037479
18097340109,"Census Tract 3401.09, Marion County, Indiana",2016,874,230,26.31578947368421
18097340110,"Census Tract 3401.10, Marion County, Indiana",2016,3349,547,16.333233801134668
18097342600,"Census Tract 3426, Marion County, Indiana",2016,1969,87,4.4184865413915695
18097380300,"Census Tract 3803, Marion County, Indiana",2016,2932,218,7.435197817189632
18097381001,"Census Tract 3810.01, Marion County, Indiana",2016,4970,899,18.088531187122737
18097380100,"Census Tract 3801, Marion County, Indiana",2016,11411,4046,35.457015160809746
18097381201,"Census Tract 3812.01, Marion County, Indiana",2016,5065,1801,35.55774925962488
18097381205,"Census Tract 3812.05, Marion County, Indiana",2016,3803,563,14.804102024717329
