GEOID,NAME,year,total_pop,white_pop,percent_white
18097390403,"Census Tract 3904.03, Marion County, Indiana",2015,10677,9397,88.01161374918048
18097310103,"Census Tract 3101.03, Marion County, Indiana",2015,6700,4476,66.80597014925372
18097310105,"Census Tract 3101.05, Marion County, Indiana",2015,3612,1832,50.71982281284607
18097310108,"Census Tract 3101.08, Marion County, Indiana",2015,3136,2252,71.81122448979592
18097320203,"Census Tract 3202.03, Marion County, Indiana",2015,3303,2187,66.2125340599455
18097320500,"Census Tract 3205, Marion County, Indiana",2015,3123,2017,64.58533461415306
18097320901,"Census Tract 3209.01, Marion County, Indiana",2015,6123,3511,57.34117262779683
18097360301,"Census Tract 3603.01, Marion County, Indiana",2015,3307,1812,54.79286362261869
18097360401,"Census Tract 3604.01, Marion County, Indiana",2015,5765,2032,35.247181266261926
18097380501,"Census Tract 3805.01, Marion County, Indiana",2015,2483,2184,87.95811518324608
18097390402,"Census Tract 3904.02, Marion County, Indiana",2015,12957,10712,82.67345836227521
18097321300,"Census Tract 3213, Marion County, Indiana",2015,2333,2245,96.2280325760823
18097330103,"Census Tract 3301.03, Marion County, Indiana",2015,5283,4137,78.30777967064168
18097330600,"Census Tract 3306, Marion County, Indiana",2015,5320,2926,55
18097322600,"Census Tract 3226, Marion County, Indiana",2015,3974,266,6.693507800704579
18097321100,"Census Tract 3211, Marion County, Indiana",2015,3717,1881,50.60532687651332
18097320400,"Census Tract 3204, Marion County, Indiana",2015,3252,2024,62.23862238622386
18097321002,"Census Tract 3210.02, Marion County, Indiana",2015,4112,1828,44.45525291828794
18097380600,"Census Tract 3806, Marion County, Indiana",2015,5438,3411,62.72526664214785
18097321800,"Census Tract 3218, Marion County, Indiana",2015,3496,3170,90.67505720823799
18097322200,"Census Tract 3222, Marion County, Indiana",2015,1993,1221,61.26442548921224
18097330203,"Census Tract 3302.03, Marion County, Indiana",2015,6042,5209,86.21317444554784
18097341902,"Census Tract 3419.02, Marion County, Indiana",2015,3349,2697,80.53150194087787
18097330204,"Census Tract 3302.04, Marion County, Indiana",2015,6036,3878,64.24784625579854
18097330500,"Census Tract 3305, Marion County, Indiana",2015,6700,1672,24.955223880597014
18097352300,"Census Tract 3523, Marion County, Indiana",2015,1318,106,8.04248861911988
18097355100,"Census Tract 3551, Marion County, Indiana",2015,1887,1109,58.770535241123476
18097355300,"Census Tract 3553, Marion County, Indiana",2015,2524,1825,72.30586370839937
18097360602,"Census Tract 3606.02, Marion County, Indiana",2015,6214,4149,66.7685870614741
18097340800,"Census Tract 3408, Marion County, Indiana",2015,1732,1532,88.45265588914549
18097351500,"Census Tract 3515, Marion County, Indiana",2015,1859,456,24.529316837009144
18097320903,"Census Tract 3209.03, Marion County, Indiana",2015,4899,526,10.736885078587466
18097360601,"Census Tract 3606.01, Marion County, Indiana",2015,4693,3467,73.87598551033454
18097320106,"Census Tract 3201.06, Marion County, Indiana",2015,2463,1618,65.69224522939504
18097322500,"Census Tract 3225, Marion County, Indiana",2015,1589,435,27.37570799244808
18097342200,"Census Tract 3422, Marion County, Indiana",2015,5622,3593,63.90964069726076
18097355600,"Census Tract 3556, Marion County, Indiana",2015,1793,1089,60.736196319018404
18097310305,"Census Tract 3103.05, Marion County, Indiana",2015,6932,1159,16.71956145412579
18097322100,"Census Tract 3221, Marion County, Indiana",2015,2915,1293,44.35677530017153
18097342300,"Census Tract 3423, Marion County, Indiana",2015,6890,5042,73.17851959361393
18097353300,"Census Tract 3533, Marion County, Indiana",2015,2805,1884,67.16577540106952
18097357100,"Census Tract 3571, Marion County, Indiana",2015,2330,1603,68.79828326180258
18097352600,"Census Tract 3526, Marion County, Indiana",2015,3132,1623,51.81992337164751
18097353500,"Census Tract 3535, Marion County, Indiana",2015,2049,760,37.09126403123475
18097354800,"Census Tract 3548, Marion County, Indiana",2015,1528,672,43.97905759162304
18097355000,"Census Tract 3550, Marion County, Indiana",2015,2145,1131,52.72727272727273
18097357500,"Census Tract 3575, Marion County, Indiana",2015,4194,3782,90.17644253695755
18097357600,"Census Tract 3576, Marion County, Indiana",2015,8112,5389,66.43244575936883
18097360202,"Census Tract 3602.02, Marion County, Indiana",2015,3305,640,19.36459909228442
18097310306,"Census Tract 3103.06, Marion County, Indiana",2015,7359,678,9.21320831634733
18097320304,"Census Tract 3203.04, Marion County, Indiana",2015,5885,5236,88.97196261682242
18097321001,"Census Tract 3210.01, Marion County, Indiana",2015,2809,1185,42.18583125667497
18097356400,"Census Tract 3564, Marion County, Indiana",2015,3892,2442,62.744090441932165
18097354400,"Census Tract 3544, Marion County, Indiana",2015,1357,950,70.00736919675755
18097331000,"Census Tract 3310, Marion County, Indiana",2015,4418,200,4.526935264825713
18097340500,"Census Tract 3405, Marion County, Indiana",2015,4343,1303,30.00230255583698
18097340700,"Census Tract 3407, Marion County, Indiana",2015,4199,1366,32.531555132174326
18097341700,"Census Tract 3417, Marion County, Indiana",2015,4698,2728,58.06726266496381
18097350300,"Census Tract 3503, Marion County, Indiana",2015,2020,447,22.128712871287128
18097351900,"Census Tract 3519, Marion County, Indiana",2015,2327,44,1.8908465835840138
18097355400,"Census Tract 3554, Marion County, Indiana",2015,3110,1599,51.41479099678457
18097355500,"Census Tract 3555, Marion County, Indiana",2015,3433,2526,73.57995921934169
18097356900,"Census Tract 3569, Marion County, Indiana",2015,2939,2208,75.1275944198707
18097357200,"Census Tract 3572, Marion County, Indiana",2015,3278,2421,73.85600976205004
18097358000,"Census Tract 3580, Marion County, Indiana",2015,1427,1015,71.1282410651717
18097370202,"Census Tract 3702.02, Marion County, Indiana",2015,6304,5027,79.74302030456853
18097360302,"Census Tract 3603.02, Marion County, Indiana",2015,2147,439,20.447135537959944
18097361200,"Census Tract 3612, Marion County, Indiana",2015,3542,3081,86.98475437605872
18097361300,"Census Tract 3613, Marion County, Indiana",2015,2398,2127,88.69891576313594
18097380402,"Census Tract 3804.02, Marion County, Indiana",2015,4444,3390,76.28262826282628
18097360201,"Census Tract 3602.01, Marion County, Indiana",2015,3905,1366,34.980793854033294
18097322400,"Census Tract 3224, Marion County, Indiana",2015,3183,1506,47.3138548539114
18097330106,"Census Tract 3301.06, Marion County, Indiana",2015,4456,2732,61.310592459605026
18097330107,"Census Tract 3301.07, Marion County, Indiana",2015,6028,5246,87.02720637027207
18097320105,"Census Tract 3201.05, Marion County, Indiana",2015,4361,2890,66.26920431093785
18097320204,"Census Tract 3202.04, Marion County, Indiana",2015,5325,3375,63.38028169014085
18097320600,"Census Tract 3206, Marion County, Indiana",2015,2397,2079,86.7334167709637
18097321700,"Census Tract 3217, Marion County, Indiana",2015,4091,3175,77.6093864580787
18097330202,"Census Tract 3302.02, Marion County, Indiana",2015,10814,2805,25.938598113556502
18097340111,"Census Tract 3401.11, Marion County, Indiana",2015,3617,2155,59.579762233895494
18097340112,"Census Tract 3401.12, Marion County, Indiana",2015,4847,2879,59.39756550443573
18097340113,"Census Tract 3401.13, Marion County, Indiana",2015,3968,3274,82.5100806451613
18097340114,"Census Tract 3401.14, Marion County, Indiana",2015,4288,3385,78.94123134328358
18097340201,"Census Tract 3402.01, Marion County, Indiana",2015,3716,1350,36.329386437029065
18097340202,"Census Tract 3402.02, Marion County, Indiana",2015,4100,1906,46.48780487804878
18097340902,"Census Tract 3409.02, Marion County, Indiana",2015,6419,2758,42.96619411123228
18097341904,"Census Tract 3419.04, Marion County, Indiana",2015,2522,562,22.283901665344963
18097370301,"Census Tract 3703.01, Marion County, Indiana",2015,9916,7618,76.82533279548205
18097340901,"Census Tract 3409.01, Marion County, Indiana",2015,3904,2497,63.96004098360656
18097341903,"Census Tract 3419.03, Marion County, Indiana",2015,5615,1962,34.942119323241315
18097370302,"Census Tract 3703.02, Marion County, Indiana",2015,8876,7800,87.8774222622803
18097380403,"Census Tract 3804.03, Marion County, Indiana",2015,3814,3721,97.56161510225485
18097360501,"Census Tract 3605.01, Marion County, Indiana",2015,6540,3581,54.75535168195719
18097320303,"Census Tract 3203.03, Marion County, Indiana",2015,3211,1903,59.26502647150421
18097320902,"Census Tract 3209.02, Marion County, Indiana",2015,4508,1455,32.275953859804794
18097321600,"Census Tract 3216, Marion County, Indiana",2015,5439,2369,43.55580069865784
18097380404,"Census Tract 3804.04, Marion County, Indiana",2015,3952,3558,90.03036437246963
18097390101,"Census Tract 3901.01, Marion County, Indiana",2015,8829,7600,86.07996375580474
18097390102,"Census Tract 3901.02, Marion County, Indiana",2015,4961,3820,77.00060471679097
18097390404,"Census Tract 3904.04, Marion County, Indiana",2015,5681,4834,85.09065305403978
18097390405,"Census Tract 3904.05, Marion County, Indiana",2015,3870,2931,75.73643410852713
18097390500,"Census Tract 3905, Marion County, Indiana",2015,2229,189,8.47913862718708
18097390600,"Census Tract 3906, Marion County, Indiana",2015,5056,2091,41.35680379746835
18097390700,"Census Tract 3907, Marion County, Indiana",2015,3011,1255,41.68050481567585
18097390800,"Census Tract 3908, Marion County, Indiana",2015,4123,3510,85.13218530196458
18097390900,"Census Tract 3909, Marion County, Indiana",2015,2291,1149,50.15277171540812
18097391000,"Census Tract 3910, Marion County, Indiana",2015,4963,3524,71.00544025790852
18097321900,"Census Tract 3219, Marion County, Indiana",2015,6116,4865,79.54545454545455
18097322000,"Census Tract 3220, Marion County, Indiana",2015,3839,1446,37.66605886949726
18097322700,"Census Tract 3227, Marion County, Indiana",2015,2109,356,16.880037932669513
18097340102,"Census Tract 3401.02, Marion County, Indiana",2015,4029,1615,40.08438818565401
18097341000,"Census Tract 3410, Marion County, Indiana",2015,1860,1758,94.51612903225806
18097351000,"Census Tract 3510, Marion County, Indiana",2015,2560,721,28.1640625
18097340300,"Census Tract 3403, Marion County, Indiana",2015,7621,1284,16.848182653195117
18097341200,"Census Tract 3412, Marion County, Indiana",2015,1886,215,11.399787910922587
18097341600,"Census Tract 3416, Marion County, Indiana",2015,1907,293,15.36444677503933
18097342101,"Census Tract 3421.01, Marion County, Indiana",2015,5524,2987,54.07313540912382
18097310110,"Census Tract 3101.10, Marion County, Indiana",2015,2889,1232,42.64451367255106
18097310111,"Census Tract 3101.11, Marion County, Indiana",2015,3439,1457,42.366967141610935
18097310204,"Census Tract 3102.04, Marion County, Indiana",2015,6017,1020,16.951969419976734
18097310310,"Census Tract 3103.10, Marion County, Indiana",2015,4672,1325,28.36044520547945
18097310203,"Census Tract 3102.03, Marion County, Indiana",2015,5729,2404,41.96194798394135
18097310309,"Census Tract 3103.09, Marion County, Indiana",2015,4125,478,11.587878787878788
18097310311,"Census Tract 3103.11, Marion County, Indiana",2015,5338,1300,24.353690520794306
18097310312,"Census Tract 3103.12, Marion County, Indiana",2015,5499,1004,18.257865066375704
18097330108,"Census Tract 3301.08, Marion County, Indiana",2015,3750,3280,87.46666666666667
18097330109,"Census Tract 3301.09, Marion County, Indiana",2015,4935,3967,80.38500506585613
18097330206,"Census Tract 3302.06, Marion County, Indiana",2015,4664,3581,76.7795883361921
18097330209,"Census Tract 3302.09, Marion County, Indiana",2015,9164,6424,70.10039284155391
18097330208,"Census Tract 3302.08, Marion County, Indiana",2015,2681,2220,82.80492353599404
18097330803,"Census Tract 3308.03, Marion County, Indiana",2015,4211,697,16.551887912609832
18097330804,"Census Tract 3308.04, Marion County, Indiana",2015,3236,319,9.857849196538936
18097354700,"Census Tract 3547, Marion County, Indiana",2015,1393,629,45.154343144292895
18097355700,"Census Tract 3557, Marion County, Indiana",2015,2539,1715,67.54627806222922
18097357400,"Census Tract 3574, Marion County, Indiana",2015,3994,2686,67.25087631447171
18097357800,"Census Tract 3578, Marion County, Indiana",2015,1685,1342,79.64391691394658
18097358100,"Census Tract 3581, Marion County, Indiana",2015,2764,2224,80.4630969609262
18097360404,"Census Tract 3604.04, Marion County, Indiana",2015,7607,1674,22.006047061916657
18097380502,"Census Tract 3805.02, Marion County, Indiana",2015,3947,2981,75.52571573346846
18097380800,"Census Tract 3808, Marion County, Indiana",2015,2366,2268,95.85798816568047
18097380901,"Census Tract 3809.01, Marion County, Indiana",2015,5088,4552,89.46540880503144
18097381101,"Census Tract 3811.01, Marion County, Indiana",2015,5563,5240,94.19378033435197
18097381102,"Census Tract 3811.02, Marion County, Indiana",2015,5764,4754,82.47744621790423
18097381204,"Census Tract 3812.04, Marion County, Indiana",2015,2981,2124,71.25125796712513
18097390300,"Census Tract 3903, Marion County, Indiana",2015,5654,5192,91.82879377431907
18097310106,"Census Tract 3101.06, Marion County, Indiana",2015,3871,1712,44.226298114182384
18097320108,"Census Tract 3201.08, Marion County, Indiana",2015,4853,1775,36.57531423861529
18097320202,"Census Tract 3202.02, Marion County, Indiana",2015,4120,3908,94.85436893203884
18097320301,"Census Tract 3203.01, Marion County, Indiana",2015,3622,3105,85.7261181667587
18097320700,"Census Tract 3207, Marion County, Indiana",2015,1905,1662,87.24409448818898
18097330805,"Census Tract 3308.05, Marion County, Indiana",2015,3218,737,22.90242386575513
18097330806,"Census Tract 3308.06, Marion County, Indiana",2015,3811,651,17.082130674363682
18097340109,"Census Tract 3401.09, Marion County, Indiana",2015,1416,487,34.39265536723164
18097340110,"Census Tract 3401.10, Marion County, Indiana",2015,5259,1701,32.34455219623503
18097342600,"Census Tract 3426, Marion County, Indiana",2015,3573,1772,49.59417856143297
18097354200,"Census Tract 3542, Marion County, Indiana",2015,6342,4087,64.44339325134027
18097354500,"Census Tract 3545, Marion County, Indiana",2015,2574,1844,71.63947163947164
18097357300,"Census Tract 3573, Marion County, Indiana",2015,1971,1255,63.67326230339929
18097360405,"Census Tract 3604.05, Marion County, Indiana",2015,5639,1870,33.16190813974109
18097360502,"Census Tract 3605.02, Marion County, Indiana",2015,6108,3200,52.390307793058284
18097360800,"Census Tract 3608, Marion County, Indiana",2015,2432,1481,60.89638157894737
18097380200,"Census Tract 3802, Marion County, Indiana",2015,3090,2435,78.80258899676376
18097380902,"Census Tract 3809.02, Marion County, Indiana",2015,5831,5390,92.43697478991596
18097381203,"Census Tract 3812.03, Marion County, Indiana",2015,3273,2143,65.47509929728078
18097320109,"Census Tract 3201.09, Marion County, Indiana",2015,2520,1997,79.24603174603175
18097310104,"Census Tract 3101.04, Marion County, Indiana",2015,3309,1994,60.25989724992445
18097310308,"Census Tract 3103.08, Marion County, Indiana",2015,3716,732,19.69860064585576
18097320107,"Census Tract 3201.07, Marion County, Indiana",2015,1789,1604,89.65902738960312
18097340300,"Census Tract 3403, Marion County, Indiana",2016,8215,1138,13.8527084601339
18097341200,"Census Tract 3412, Marion County, Indiana",2016,2120,180,8.49056603773585
18097341600,"Census Tract 3416, Marion County, Indiana",2016,2149,245,11.400651465798045
18097342101,"Census Tract 3421.01, Marion County, Indiana",2016,5518,3061,55.47299746284886
18097340400,"Census Tract 3404, Marion County, Indiana",2016,3644,1227,33.67178924259056
18097342400,"Census Tract 3424, Marion County, Indiana",2016,1831,1685,92.02621518296013
18097342500,"Census Tract 3425, Marion County, Indiana",2016,4754,3364,70.76146403029028
18097350500,"Census Tract 3505, Marion County, Indiana",2016,2133,19,0.8907641819034224
18097350600,"Census Tract 3506, Marion County, Indiana",2016,3912,241,6.160531697341513
18097351600,"Census Tract 3516, Marion County, Indiana",2016,2205,1353,61.36054421768708
18097354700,"Census Tract 3547, Marion County, Indiana",2016,1507,605,40.14598540145985
18097355700,"Census Tract 3557, Marion County, Indiana",2016,2571,1668,64.87747957992998
18097357400,"Census Tract 3574, Marion County, Indiana",2016,3940,2724,69.13705583756345
18097357800,"Census Tract 3578, Marion County, Indiana",2016,1873,1623,86.65242925787507
18097358100,"Census Tract 3581, Marion County, Indiana",2016,2858,2137,74.77256822953115
18097360404,"Census Tract 3604.04, Marion County, Indiana",2016,7800,1439,18.44871794871795
18097380502,"Census Tract 3805.02, Marion County, Indiana",2016,4012,3128,77.96610169491525
18097380800,"Census Tract 3808, Marion County, Indiana",2016,2379,2298,96.5952080706179
18097380901,"Census Tract 3809.01, Marion County, Indiana",2016,5062,4517,89.23350454365864
18097381101,"Census Tract 3811.01, Marion County, Indiana",2016,5738,5381,93.77831997211572
18097381102,"Census Tract 3811.02, Marion County, Indiana",2016,5789,4404,76.07531525306617
18097381204,"Census Tract 3812.04, Marion County, Indiana",2016,3030,2073,68.41584158415841
18097390300,"Census Tract 3903, Marion County, Indiana",2016,5748,5234,91.05775922059847
18097310106,"Census Tract 3101.06, Marion County, Indiana",2016,3976,1707,42.93259557344064
18097320108,"Census Tract 3201.08, Marion County, Indiana",2016,4899,1783,36.39518269034497
18097320202,"Census Tract 3202.02, Marion County, Indiana",2016,4030,3815,94.6650124069479
18097320301,"Census Tract 3203.01, Marion County, Indiana",2016,3567,3157,88.50574712643679
18097320700,"Census Tract 3207, Marion County, Indiana",2016,1955,1718,87.8772378516624
18097354200,"Census Tract 3542, Marion County, Indiana",2016,6716,4206,62.62656343061346
18097354500,"Census Tract 3545, Marion County, Indiana",2016,2562,1864,72.75565964090555
18097357300,"Census Tract 3573, Marion County, Indiana",2016,2072,1292,62.35521235521235
18097360405,"Census Tract 3604.05, Marion County, Indiana",2016,5472,1691,30.90277777777778
18097360502,"Census Tract 3605.02, Marion County, Indiana",2016,6328,3449,54.50379266750948
18097360800,"Census Tract 3608, Marion County, Indiana",2016,2367,1310,55.34431770173215
18097380200,"Census Tract 3802, Marion County, Indiana",2016,3235,2587,79.96908809891808
18097380902,"Census Tract 3809.02, Marion County, Indiana",2016,5696,5333,93.62710674157303
18097381203,"Census Tract 3812.03, Marion County, Indiana",2016,3197,1762,55.11416953393807
18097320109,"Census Tract 3201.09, Marion County, Indiana",2016,2651,2012,75.89588834402113
18097310104,"Census Tract 3101.04, Marion County, Indiana",2016,3157,2120,67.15235983528666
18097310308,"Census Tract 3103.08, Marion County, Indiana",2016,3779,845,22.360412807621064
18097320107,"Census Tract 3201.07, Marion County, Indiana",2016,1766,1627,92.12910532276331
18097361100,"Census Tract 3611, Marion County, Indiana",2016,3320,2589,77.98192771084338
18097370201,"Census Tract 3702.01, Marion County, Indiana",2016,4107,3850,93.74239103968834
18097381002,"Census Tract 3810.02, Marion County, Indiana",2016,3037,2626,86.46690813302601
18097390200,"Census Tract 3902, Marion County, Indiana",2016,3544,3041,85.80699774266365
18097390403,"Census Tract 3904.03, Marion County, Indiana",2016,10731,9542,88.91995154226073
18097310103,"Census Tract 3101.03, Marion County, Indiana",2016,7160,4401,61.46648044692738
18097310105,"Census Tract 3101.05, Marion County, Indiana",2016,3619,1887,52.14147554573086
18097310108,"Census Tract 3101.08, Marion County, Indiana",2016,3246,2368,72.9513247073321
18097320203,"Census Tract 3202.03, Marion County, Indiana",2016,3245,2334,71.92604006163329
18097320500,"Census Tract 3205, Marion County, Indiana",2016,3025,2141,70.77685950413223
18097320901,"Census Tract 3209.01, Marion County, Indiana",2016,6168,4031,65.35343709468223
18097320800,"Census Tract 3208, Marion County, Indiana",2016,3023,2636,87.19814753556071
18097321200,"Census Tract 3212, Marion County, Indiana",2016,5085,4642,91.28810226155359
18097330401,"Census Tract 3304.01, Marion County, Indiana",2016,5890,4277,72.61460101867573
18097330900,"Census Tract 3309, Marion County, Indiana",2016,5147,405,7.868661356129785
18097340101,"Census Tract 3401.01, Marion County, Indiana",2016,3808,3278,86.08193277310924
18097340600,"Census Tract 3406, Marion County, Indiana",2016,5525,1214,21.972850678733032
18097341100,"Census Tract 3411, Marion County, Indiana",2016,1944,928,47.73662551440329
18097342000,"Census Tract 3420, Marion County, Indiana",2016,6931,3243,46.78978502380609
18097350800,"Census Tract 3508, Marion County, Indiana",2016,2133,74,3.4692920768870135
18097351200,"Census Tract 3512, Marion County, Indiana",2016,2345,101,4.3070362473347545
18097352100,"Census Tract 3521, Marion County, Indiana",2016,2018,123,6.095143706640238
18097356200,"Census Tract 3562, Marion County, Indiana",2016,3540,1847,52.175141242937855
18097357900,"Census Tract 3579, Marion County, Indiana",2016,4413,3060,69.34058463630184
18097360101,"Census Tract 3601.01, Marion County, Indiana",2016,2088,584,27.96934865900383
18097360402,"Census Tract 3604.02, Marion County, Indiana",2016,2005,365,18.204488778054863
18097360700,"Census Tract 3607, Marion County, Indiana",2016,1867,1548,82.91376539903588
18097360900,"Census Tract 3609, Marion County, Indiana",2016,5066,3109,61.36991709435452
18097361000,"Census Tract 3610, Marion County, Indiana",2016,2034,1928,94.78859390363814
18097310201,"Census Tract 3102.01, Marion County, Indiana",2016,3633,1302,35.83815028901734
18097352500,"Census Tract 3525, Marion County, Indiana",2016,2772,2163,78.03030303030303
18097352800,"Census Tract 3528, Marion County, Indiana",2016,1017,159,15.634218289085545
18097353600,"Census Tract 3536, Marion County, Indiana",2016,2360,573,24.279661016949152
18097354900,"Census Tract 3549, Marion County, Indiana",2016,2705,1192,44.06654343807764
18097355900,"Census Tract 3559, Marion County, Indiana",2016,2262,1850,81.78603006189213
18097357000,"Census Tract 3570, Marion County, Indiana",2016,2570,2096,81.55642023346303
18097360102,"Census Tract 3601.02, Marion County, Indiana",2016,2574,290,11.266511266511266
18097380700,"Census Tract 3807, Marion County, Indiana",2016,5801,3505,60.42061713497673
18097361400,"Census Tract 3614, Marion County, Indiana",2016,11224,7656,68.21097647897363
18097361600,"Census Tract 3616, Marion County, Indiana",2016,8477,5711,67.37053202784004
18097310110,"Census Tract 3101.10, Marion County, Indiana",2016,2841,1271,44.73776839141148
18097310111,"Census Tract 3101.11, Marion County, Indiana",2016,3805,1403,36.87253613666228
18097310204,"Census Tract 3102.04, Marion County, Indiana",2016,5886,1025,17.41420319401971
18097310310,"Census Tract 3103.10, Marion County, Indiana",2016,4622,1440,31.15534400692341
18097310203,"Census Tract 3102.03, Marion County, Indiana",2016,5642,2398,42.50265863169089
18097310309,"Census Tract 3103.09, Marion County, Indiana",2016,3931,638,16.22996692953447
18097310311,"Census Tract 3103.11, Marion County, Indiana",2016,5347,1265,23.658126051991772
18097310312,"Census Tract 3103.12, Marion County, Indiana",2016,5547,826,14.890932035334416
18097330108,"Census Tract 3301.08, Marion County, Indiana",2016,3818,3334,87.32320586694604
18097330109,"Census Tract 3301.09, Marion County, Indiana",2016,4829,4072,84.32387657900186
18097330206,"Census Tract 3302.06, Marion County, Indiana",2016,4920,3685,74.89837398373983
18097330209,"Census Tract 3302.09, Marion County, Indiana",2016,8847,5554,62.77834294110998
18097330208,"Census Tract 3302.08, Marion County, Indiana",2016,2828,2240,79.20792079207921
18097330803,"Census Tract 3308.03, Marion County, Indiana",2016,4050,640,15.802469135802468
18097330804,"Census Tract 3308.04, Marion County, Indiana",2016,3392,421,12.411556603773585
18097330805,"Census Tract 3308.05, Marion County, Indiana",2016,2843,769,27.04889201547661
18097330806,"Census Tract 3308.06, Marion County, Indiana",2016,3831,733,19.133385539023752
18097340109,"Census Tract 3401.09, Marion County, Indiana",2016,1378,458,33.236574746008706
18097340110,"Census Tract 3401.10, Marion County, Indiana",2016,5435,1529,28.132474701011958
18097342600,"Census Tract 3426, Marion County, Indiana",2016,3350,1714,51.16417910447761
18097380300,"Census Tract 3803, Marion County, Indiana",2016,5555,4391,79.04590459045905
